;v0.3.135e1_chain8_ECAI-CL_Ligne_8All
Sum of min size of {started} sent (max) ;0;
Average of nb of {started} sent (avg) ;1.0;
Average of nb of {started} sent (stddev) ;0.0;
Average of nb of {started} sent (min) ;1.0;
Average of nb of {started} sent (max) ;1.0;
Average of total size of {started} sent (avg) ;0.0;
Average of total size of {started} sent (stddev) ;0.0;
Average of total size of {started} sent (min) ;0.0;
Average of total size of {started} sent (max) ;0;
Average of max size of {started} sent (avg) ;0.0;
Average of max size of {started} sent (stddev) ;0.0;
Average of max size of {started} sent (min) ;0.0;
Average of max size of {started} sent (max) ;0;
Average of min size of {started} sent (avg) ;0.0;
Average of min size of {started} sent (stddev) ;0.0;
Average of min size of {started} sent (min) ;0.0;
Average of min size of {started} sent (max) ;0;
Standard deviation of nb of {started} sent (avg) ;0.0;
Standard deviation of nb of {started} sent (stddev) ;0.0;
Standard deviation of nb of {started} sent (min) ;0.0;
Standard deviation of nb of {started} sent (max) ;0;
Standard deviation of total size of {started} sent (avg) ;0.0;
Standard deviation of total size of {started} sent (stddev) ;0.0;
Standard deviation of total size of {started} sent (min) ;0.0;
Standard deviation of total size of {started} sent (max) ;0;
Standard deviation of max size of {started} sent (avg) ;0.0;
Standard deviation of max size of {started} sent (stddev) ;0.0;
Standard deviation of max size of {started} sent (min) ;0.0;
Standard deviation of max size of {started} sent (max) ;0;
Standard deviation of min size of {started} sent (avg) ;0.0;
Standard deviation of min size of {started} sent (stddev) ;0.0;
Standard deviation of min size of {started} sent (min) ;0.0;
Standard deviation of min size of {started} sent (max) ;0;
Product of nb of {request} sent (avg) ;9.72373248E9;
Product of nb of {request} sent (stddev) ;0.0;
Product of nb of {request} sent (min) ;9723732480;
Product of nb of {request} sent (max) ;9723732480;
Product of total size of {request} sent (avg) ;-3.5253158610866012E18;
Product of total size of {request} sent (stddev) ;0.0;
Product of total size of {request} sent (min) ;-3525315861086601216;
Product of total size of {request} sent (max) ;0;
Product of max size of {request} sent (avg) ;1.1019960576E10;
Product of max size of {request} sent (stddev) ;0.0;
Product of max size of {request} sent (min) ;11019960576;
Product of max size of {request} sent (max) ;11019960576;
Product of min size of {request} sent (avg) ;1.1019960576E10;
Product of min size of {request} sent (stddev) ;0.0;
Product of min size of {request} sent (min) ;11019960576;
Product of min size of {request} sent (max) ;11019960576;
Max of nb of {request} sent (avg) ;29.0;
Max of nb of {request} sent (stddev) ;0.0;
Max of nb of {request} sent (min) ;29;
Max of nb of {request} sent (max) ;29;
Max of total size of {request} sent (avg) ;522.0;
Max of total size of {request} sent (stddev) ;0.0;
Max of total size of {request} sent (min) ;522;
Max of total size of {request} sent (max) ;522;
Max of max size of {request} sent (avg) ;18.0;
Max of max size of {request} sent (stddev) ;0.0;
Max of max size of {request} sent (min) ;18;
Max of max size of {request} sent (max) ;18;
Max of min size of {request} sent (avg) ;18.0;
Max of min size of {request} sent (stddev) ;0.0;
Max of min size of {request} sent (min) ;18;
Max of min size of {request} sent (max) ;18;
Min of nb of {request} sent (avg) ;10.0;
Min of nb of {request} sent (stddev) ;0.0;
Min of nb of {request} sent (min) ;10;
Min of nb of {request} sent (max) ;10;
Min of total size of {request} sent (avg) ;180.0;
Min of total size of {request} sent (stddev) ;0.0;
Min of total size of {request} sent (min) ;180;
Min of total size of {request} sent (max) ;180;
Min of max size of {request} sent (avg) ;18.0;
Min of max size of {request} sent (stddev) ;0.0;
Min of max size of {request} sent (min) ;18;
Min of max size of {request} sent (max) ;18;
Min of min size of {request} sent (avg) ;18.0;
Min of min size of {request} sent (stddev) ;0.0;
Min of min size of {request} sent (min) ;18;
Min of min size of {request} sent (max) ;18;
Sum of nb of {request} sent (avg) ;148.0;
Sum of nb of {request} sent (stddev) ;0.0;
Sum of nb of {request} sent (min) ;148;
Sum of nb of {request} sent (max) ;148;
Sum of total size of {request} sent (avg) ;2664.0;
Sum of total size of {request} sent (stddev) ;0.0;
Sum of total size of {request} sent (min) ;2664;
Sum of total size of {request} sent (max) ;2664;
Sum of max size of {request} sent (avg) ;144.0;
Sum of max size of {request} sent (stddev) ;0.0;
Sum of max size of {request} sent (min) ;144;
Sum of max size of {request} sent (max) ;144;
Sum of min size of {request} sent (avg) ;144.0;
Sum of min size of {request} sent (stddev) ;0.0;
Sum of min size of {request} sent (min) ;144;
Sum of min size of {request} sent (max) ;144;
Average of nb of {request} sent (avg) ;18.5;
Average of nb of {request} sent (stddev) ;0.0;
Average of nb of {request} sent (min) ;18.5;
Average of nb of {request} sent (max) ;18.5;
Average of total size of {request} sent (avg) ;333.0;
Average of total size of {request} sent (stddev) ;0.0;
Average of total size of {request} sent (min) ;333.0;
Average of total size of {request} sent (max) ;333.0;
Average of max size of {request} sent (avg) ;18.0;
Average of max size of {request} sent (stddev) ;0.0;
Average of max size of {request} sent (min) ;18.0;
Average of max size of {request} sent (max) ;18.0;
Average of min size of {request} sent (avg) ;18.0;
Average of min size of {request} sent (stddev) ;0.0;
Average of min size of {request} sent (min) ;18.0;
Average of min size of {request} sent (max) ;18.0;
Standard deviation of nb of {request} sent (avg) ;5.338539126015656;
Standard deviation of nb of {request} sent (stddev) ;0.0;
Standard deviation of nb of {request} sent (min) ;5.338539126015656;
Standard deviation of nb of {request} sent (max) ;5.338539126015656;
Standard deviation of total size of {request} sent (avg) ;96.0937042682818;
Standard deviation of total size of {request} sent (stddev) ;0.0;
Standard deviation of total size of {request} sent (min) ;96.0937042682818;
Standard deviation of total size of {request} sent (max) ;96.0937042682818;
Standard deviation of max size of {request} sent (avg) ;0.0;
Standard deviation of max size of {request} sent (stddev) ;0.0;
Standard deviation of max size of {request} sent (min) ;0.0;
Standard deviation of max size of {request} sent (max) ;0;
Standard deviation of min size of {request} sent (avg) ;0.0;
Standard deviation of min size of {request} sent (stddev) ;0.0;
Standard deviation of min size of {request} sent (min) ;0.0;
Standard deviation of min size of {request} sent (max) ;0;
Product of nb of {propose} sent (avg) ;3.61808173818E13;
Product of nb of {propose} sent (stddev) ;0.0;
Product of nb of {propose} sent (min) ;36180817381800;
Product of nb of {propose} sent (max) ;36180817381800;
Product of total size of {propose} sent (avg) ;8.9501271968784968E18;
Product of total size of {propose} sent (stddev) ;0.0;
Product of total size of {propose} sent (min) ;8950127196878496320;
Product of total size of {propose} sent (max) ;8950127196878496320;
Product of max size of {propose} sent (avg) ;1.450548E12;
Product of max size of {propose} sent (stddev) ;0.0;
Product of max size of {propose} sent (min) ;1450548000000;
Product of max size of {propose} sent (max) ;1450548000000;
Product of min size of {propose} sent (avg) ;3639168.0;
Product of min size of {propose} sent (stddev) ;0.0;
Product of min size of {propose} sent (min) ;3639168;
Product of min size of {propose} sent (max) ;3639168;
Max of nb of {propose} sent (avg) ;81.0;
Max of nb of {propose} sent (stddev) ;0.0;
Max of nb of {propose} sent (min) ;81;
Max of nb of {propose} sent (max) ;81;
Max of total size of {propose} sent (avg) ;1343.0;
Max of total size of {propose} sent (stddev) ;0.0;
Max of total size of {propose} sent (min) ;1343;
Max of total size of {propose} sent (max) ;1343;
Max of max size of {propose} sent (avg) ;44.0;
Max of max size of {propose} sent (stddev) ;0.0;
Max of max size of {propose} sent (min) ;44;
Max of max size of {propose} sent (max) ;44;
Max of min size of {propose} sent (avg) ;13.0;
Max of min size of {propose} sent (stddev) ;0.0;
Max of min size of {propose} sent (min) ;13;
Max of min size of {propose} sent (max) ;13;
Min of nb of {propose} sent (avg) ;34.0;
Min of nb of {propose} sent (stddev) ;0.0;
Min of nb of {propose} sent (min) ;34;
Min of nb of {propose} sent (max) ;34;
Min of total size of {propose} sent (avg) ;802.0;
Min of total size of {propose} sent (stddev) ;0.0;
Min of total size of {propose} sent (min) ;802;
Min of total size of {propose} sent (max) ;802;
Min of max size of {propose} sent (avg) ;25.0;
Min of max size of {propose} sent (stddev) ;0.0;
Min of max size of {propose} sent (min) ;25;
Min of max size of {propose} sent (max) ;25;
Min of min size of {propose} sent (avg) ;6.0;
Min of min size of {propose} sent (stddev) ;0.0;
Min of min size of {propose} sent (min) ;6;
Min of min size of {propose} sent (max) ;6;
Sum of nb of {propose} sent (avg) ;409.0;
Sum of nb of {propose} sent (stddev) ;0.0;
Sum of nb of {propose} sent (min) ;409;
Sum of nb of {propose} sent (max) ;409;
Sum of total size of {propose} sent (avg) ;7907.0;
Sum of total size of {propose} sent (stddev) ;0.0;
Sum of total size of {propose} sent (min) ;7907;
Sum of total size of {propose} sent (max) ;7907;
Sum of max size of {propose} sent (avg) ;270.0;
Sum of max size of {propose} sent (stddev) ;0.0;
Sum of max size of {propose} sent (min) ;270;
Sum of max size of {propose} sent (max) ;270;
Sum of min size of {propose} sent (avg) ;55.0;
Sum of min size of {propose} sent (stddev) ;0.0;
Sum of min size of {propose} sent (min) ;55;
Sum of min size of {propose} sent (max) ;55;
Average of nb of {propose} sent (avg) ;51.125;
Average of nb of {propose} sent (stddev) ;0.0;
Average of nb of {propose} sent (min) ;51.125;
Average of nb of {propose} sent (max) ;51.125;
Average of total size of {propose} sent (avg) ;988.375;
Average of total size of {propose} sent (stddev) ;0.0;
Average of total size of {propose} sent (min) ;988.375;
Average of total size of {propose} sent (max) ;988.375;
Average of max size of {propose} sent (avg) ;33.75;
Average of max size of {propose} sent (stddev) ;0.0;
Average of max size of {propose} sent (min) ;33.75;
Average of max size of {propose} sent (max) ;33.75;
Average of min size of {propose} sent (avg) ;6.875;
Average of min size of {propose} sent (stddev) ;0.0;
Average of min size of {propose} sent (min) ;6.875;
Average of min size of {propose} sent (max) ;6.875;
Standard deviation of nb of {propose} sent (avg) ;13.541025625852718;
Standard deviation of nb of {propose} sent (stddev) ;0.0;
Standard deviation of nb of {propose} sent (min) ;13.541025625852718;
Standard deviation of nb of {propose} sent (max) ;13.541025625852718;
Standard deviation of total size of {propose} sent (avg) ;164.54477923957356;
Standard deviation of total size of {propose} sent (stddev) ;0.0;
Standard deviation of total size of {propose} sent (min) ;164.54477923957356;
Standard deviation of total size of {propose} sent (max) ;164.54477923957356;
Standard deviation of max size of {propose} sent (avg) ;6.6473679001541655;
Standard deviation of max size of {propose} sent (stddev) ;0.0;
Standard deviation of max size of {propose} sent (min) ;6.6473679001541655;
Standard deviation of max size of {propose} sent (max) ;6.6473679001541655;
Standard deviation of min size of {propose} sent (avg) ;2.315032397181517;
Standard deviation of min size of {propose} sent (stddev) ;0.0;
Standard deviation of min size of {propose} sent (min) ;2.315032397181517;
Standard deviation of min size of {propose} sent (max) ;2.315032397181517;
Product of nb of {acknowledge confirmation} sent (avg) ;6.88467557232E13;
Product of nb of {acknowledge confirmation} sent (stddev) ;0.0;
Product of nb of {acknowledge confirmation} sent (min) ;68846755723200;
Product of nb of {acknowledge confirmation} sent (max) ;68846755723200;
Product of total size of {acknowledge confirmation} sent (avg) ;4.3479730776132915E18;
